"ITEMPLAN MADRE	ESTADO ITEM. MADRE	CANT. HIJOS	NOMBRE ITEM. MADRE	PROYECTO	SUBPROYECTO	PRIORIDAD	PEP1	PEP2	ORDEN DE COMPRA	SITUACION.	MONTO.	# CERT.	EECC	ENCARGADO	# CARTA	FECHA RECEPCION	# FACTURA	ESTADO FACTURA	FECHA VALIDACION"
"M-23-02-033	Certificado	1	AV. PARINACOCHAS - NIVELACION DE  DOS CAMARAS - SEGUNDA ETAPA 	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00046	P-0055-23-0092-00046-001	9404646675	OC CERTIFICADA	190.30	5040010983	LARI	INVERMET	CARTA-000138-2023-GP 27.01.23 + CARTA 49.pdf	16/02/2023/	FEVC-00009055	EMITIDO	2023-03-21 08:50:56"
"M-23-02-034	Certificado	1	PROYECTO QUEBRADA HUAYCOLORO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00045	P-0055-23-0092-00045-001	9404646664	OC CERTIFICADA	2307.63	5040011152	LARI	CHINA INTERNATIONAL WATER & ELECTRIC CORP( PERU)	CWE-CART-QHUA-2023-098 	16/02/2023/			2023-04-25 15:16:22"
"M-23-02-035	Certificado	1	ACTUALIZACION - BOCA DEL RIO TACNA	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00053	P-0055-23-0092-00053-001	9404700720	OC CERTIFICADA	2836.03	5039376418	DOMINION	PROVIAS - MTC	OFICIO N° 1474-2023-MTC-20.11	27/02/2023/	FEVC-00009316	EMITIDO	2023-04-17 12:07:28"
"M-23-03-023	Certificado	1	AGUA-ALCANTARILLADO CIENEGUILLA	OBRA PUBLICA	SEDAPAL	NO	P-0055-23-0092-00054	P-0055-23-0092-00054-001	9404700713	OC CERTIFICADA	6197.02	5040555239	LARI	SEDAPAL - CONSORCIO LIMA ESTE	CARTA Nº 026-2023-RL-CLE	03/03/2023/			2023-08-10 16:13:51"
"M-23-03-024	Certificado	1	OBRAS DE COMPLEMENTO CUADRANTE BELISARIO SOSA 2023	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00052	P-0055-23-0092-00052-001	9404700699	OC CERTIFICADA	958.38	5040009607	COBRA	INVERMET	COMPLEMENTO DE OBRAS CUADRANTE BELISARIO SOSA	09/03/2023/	FEVC-00007988	EMITIDO	2023-04-17 17:43:15"
"M-23-03-025	Certificado	1	EBC SOSIEGO NEW REEM - CHACHAPOYAS	OBRA PUBLICA	TORRERAS	NO	P-0055-23-0092-00078	P-0055-23-0092-00078-001	9404733784	OC CERTIFICADA	588.48	5040046628	COBRA	ATC - TORRERA	CORREO SOLICITUD	28/03/2023/			2023-04-25 09:36:21"
"M-23-03-026	Certificado	2	PASO VEHICULAR CP 15 DE ENERO - KM60+86	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00077	P-0055-23-0092-00077-001	9404714409	OC CERTIFICADA	34850.77	5040014152	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			2023-05-03 15:39:35"
"M-23-03-027	Cancelado	1	RED VIAL N° 6 - PASO A DESNIVEL CHINCHAYSULLO CON ACCESO - PROG 70+340	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00076	P-0055-23-0092-00076-001	9404714358	OC ANULADA			DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			"
"M-23-03-028	Cancelado	1	RED VIAL N° 6 - PASO A DESNIVEL PROG 90+000 - PROG 89+46	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00075	P-0055-23-0092-00075-001	9404714357	OC ANULADA			DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			"
"M-23-03-029	Certificado	2	RED VIAL N° 6 - PASO A DESNIVEL DESVIO PARACAS - PROG 103+020 & PASO A DESNIVEL PALMERAS KM102+625 	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00074	P-0055-23-0092-00074-001	9404714394	OC CERTIFICADA	21971.57	5040014153	DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	31/03/2023/			2023-04-27 11:41:16"
"M-23-03-030	Certificado	1	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 112+300	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00073	P-0055-23-0092-00073-001	9404714420	OC CERTIFICADA	23414.39	5040013877	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			2023-04-26 16:09:40"
"M-23-03-031	Certificado	1	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 121+858	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00072	P-0055-23-0092-00072-001	9404714356	OC CERTIFICADA	23611.68	5040014213	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			2023-04-24 18:31:39"
"M-23-03-032	Certificado	1	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 127+360	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00071	P-0055-23-0092-00071-001	9404714379	OC CERTIFICADA	24062.45	5040014151	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			2023-04-24 18:32:00"
"M-23-03-033	Certificado	1	RED VIAL N° 6 - PASO A DESNIVEL VILLACURI - PROG 131+330	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00070	P-0055-23-0092-00070-001	9404714378	OC CERTIFICADA	21780.44	5040013878	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			2023-04-24 18:36:07"
"M-23-03-034	Certificado	1	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 135+000	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00069	P-0055-23-0092-00069-001	9404714355	OC CERTIFICADA	29868.03	5040014209	DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	31/03/2023/			2023-04-24 18:36:27"
"M-23-03-035	Certificado	1	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 145+275	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00068	P-0055-23-0092-00068-001	9404714377	OC CERTIFICADA	24014.53	5040014211	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	31/03/2023/			2023-04-24 18:36:48"
"M-23-03-036	Cancelado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE BONAPRA-TAMBO GRANDE	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00067	P-0055-23-0092-00067-001	9404714407	OC ANULADA			COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/			"
"M-23-03-037	Certificado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN FRANCISCO - TAMBOGRANDE	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00066	P-0055-23-0092-00066-001	9404714414	OC CERTIFICADA	8096.71	5040048678	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/	FEVC-00009313	EMITIDO	2023-06-02 16:55:21"
"M-23-03-038	Certificado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN JUAN DE MALINGAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00065	P-0055-23-0092-00065-001	9404714393	OC CERTIFICADA	7029.95	5040048677	COBRA	PROVIAS MTC	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE 	31/03/2023/			2023-05-29 09:45:28"
"M-23-03-039	Certificado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE PACCHA-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00064	P-0055-23-0092-00064-001	9404714374	OC CERTIFICADA	9124.27	5040048729	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	31/03/2023/			2023-06-05 18:21:52"
"M-23-03-040	Certificado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE ZANJÓN DEL ZORRO-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00063	P-0055-23-0092-00063-001	9404714373	OC CERTIFICADA	9035.56	5040048730	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/			2023-06-06 09:26:29"
"M-23-03-041	Certificado	2	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SOL SOL CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00062	P-0055-23-0092-00062-001	9404714406	OC CERTIFICADA	9530.97	5040048673	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	31/03/2023/			2023-06-05 18:07:56"
"M-23-03-042	Cancelado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE YAPATERA - CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00061	P-0055-23-0092-00061-001	9404714412	OC ANULADA			COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/			"
"M-23-03-043	Cancelado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE CHARANAL - BATANES -CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00060	P-0055-23-0092-00060-001	9404714372	OC ANULADA			COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/			"
"M-23-03-044	Cancelado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE LAS DAMAS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00059	P-0055-23-0092-00059-001	9404714353	OC ANULADA			COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/			"
"M-23-03-045	Cancelado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE BOCANA	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00058	P-0055-23-0092-00058-001	9404714392	OC ANULADA			COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/			"
"M-23-03-046	Cancelado	1	11 PUENTES - RED VIAL - RUTA PE-1NR - LA PENA - MORROPON	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00057	P-0055-23-0092-00057-001	9404714385	OC ANULADA			COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	31/03/2023/			"
"M-23-03-047	Certificado	7	SEDAPAL-CERRO EL AGUSTINO FRENTE1	OBRA PUBLICA	SEDAPAL	NO	P-0055-23-0092-00056	P-0055-23-0092-00056-001	9404714376	OC CERTIFICADA	86820.85	5040555174	COMFICA	SEDAPAL	SEDAPAL - CARTA 539-2023-EEdel.	31/03/2023/			2023-08-08 09:19:00"
"M-23-04-028	Diseño Ejecutado	1	RED VIAL  N° 5 - PASO A DESNIVEL INFERIOR KM 203+150 DE LA CARRETERA PANAMERICANA NORTE ( ALT PATIVILCA)	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00079	P-0055-23-0092-00079-001	9404736039	OC ANULADA			LARI	PROVIAS MTC	OFICIO 3298-2023-MTC_1903	10/04/2023/			2023-06-09 16:51:54"
"M-23-04-029	Cancelado	1	REUBICACION DE POSTE EN SANTA MARIA - CUSCO	OBRA PUBLICA	PROVIAS MTC	NO				SIN SOLICITUD OC	15000.00		COMFICA	PROVIAS MTC	Cargo Recepción - Oficio 1482-2023-MTC-20-11	25/04/2023/			"
"M-23-04-030	Certificado	1	REUBICACION DE LA EBC QUINONEZ AEROPUERTO HACIA LA EBC QUINONEZ AEROPUERTO REEM.	OBRA PUBLICA	TORRERAS	NO	P-0055-23-0092-00082	P-0055-23-0092-00082-001	9404770970	OC CERTIFICADA	553.20	5040046649	COMFICA	TORRERA DESARROLLOS TERRESTRES	CORREO DE MARCO TAFUR	25/04/2023/	FEVC-00009036	EMITIDO	2023-05-16 09:49:13"
"M-23-04-031	Certificado	2	LIBERACION DE INTEFERENCIAS EN CALLE SWAYNE TRAMO DESDE CALLE LOS NARANJOS HASTA CALLE SAN PEDRO  - MALA CANETE	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00085	P-0055-23-0092-00085-001	9404770939	OC CERTIFICADA	1314.98	5040046458	DOMINION	MUNICIPALIDAD DISTRITAL DE MALA	OFICIO 003-2023-GDU-MDM	27/04/2023/			2023-06-09 09:02:04"
"M-23-04-032	Cancelado	1	TENGDA - VILLACURI - DISTRITO: SALAS GUADALUPE	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00084	P-0055-23-0092-00084-001	9404770955	OC ANULADA			DOMINION	CONTUGAS	Carta N° GOP-0241-2023	27/04/2023/			"
"M-23-05-018	Certificado	4	OBRA CARRETERA HUALLANCA-CARAZ	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00103	P-0055-23-0092-00103-001	9404807269	OC CERTIFICADA	20825.16	5040229313	LITEYCA	PROVIAS NACIONAL	Oficio N° 20 2022- MTC-20.11	04/05/2023/	FEVC-00009252	EMITIDO	2023-06-19 16:09:13"
"M-23-05-019	Certificado	8	RECONSTRUCCION DE RED DE FO CABLEADO + CANALIZACION - 2 ACCESOS A ESTACION TERRENA DE LURIN	OBRA PUBLICA	YAKU - OBRAS DE RECONSTRUCCION PEX 	NO	P-0055-23-0138-00042	P-0055-23-0138-00042-001	9404787636	OC CERTIFICADA	95940.10	5040229314	DOMINION	TELEFONICA DEL PERU SAA.  OPERACIONES	CORREO GLADYS REYES	04/05/2023/	CORREO ALONSO 6/11/23	EMITIDO	2023-06-27 10:13:51"
"M-23-05-020	Certificado	1	VARIANTE DE UCHUMAYO TRAMO III - OBRAS DEFINITIVAS PENDIENTES	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-23-0758-00001	P-0055-23-0758-00001-001	9404770917	OC CERTIFICADA	13427.69	5040014212	DOMINION	GOBIERNO REGIONAL DE AREQUIPA	ARTA A-021-2023 ENTREGA DE ACTAS RESPUESTA CA	04/05/2023/	FFBG-19970 4-6170	EMITIDO	2023-06-05 09:36:34"
"M-23-05-021	Certificado	2	ESTACION 7 - SAN MARCOS - CANALIZACION DE REDES EN LA UNIDAD VECINAL	OBRA PUBLICA	ATU	NO	P-0055-23-0092-00111	P-0055-23-0092-00111-001	9404807435	OC CERTIFICADA	9414.17	5040091871	COMFICA	AUTORIDAD TRANSPORTE URBANO	CONVENIO INTERINSTITUCIONAL	11/05/2023/			2023-06-27 10:12:05"
"M-23-05-022	Certificado	3	MEJORAMIENTO LINEA DE INTERCONEXION SISTEMA VILCANOTA TRAMO PUNTO B - CUSCO	OBRA PUBLICA	SEDACUSCO	NO	P-0055-23-0092-00110	P-0055-23-0092-00110-001	9404807418	OC CERTIFICADA	36827.44	5040260326	COMFICA	SEDACUSCO. S.A	OFICIO-008-2023-J-OPE-GC-EPS-SEDACUSCO	11/05/2023/			2023-07-12 10:14:41"
"M-23-05-023	Certificado	1	MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL CENTRO POBLADO SEMI RURAL PACHACUTEC - CERRO COLORADO AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00109	P-0055-23-0092-00109-001	9404807408	OC CERTIFICADA	12355.19	5040091777	DOMINION	CONSORCIO VIAL PACHACUTEC	CARTA 007-2023-CVP-MDCC	11/05/2023/			2023-07-03 19:17:09"
"M-23-05-024	Certificado	1	OBRAS EN LA AV BASADRE Y FORERO - TACNA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00108	P-0055-23-0092-00108-001	9404807427	OC CERTIFICADA	8658.26	5040696767	DOMINION	CORPORACION HUMMER EIRL	CARTA N 012-2023-CAJA-TACNA - CORPORACION HUM	11/05/2023/			2023-08-16 10:31:20"
"M-23-05-025	Certificado	1	OBRAS EN LA AVENIDA VILLA HERMOSA TRAMO CALLE JM CUADROS - TERMINAL DEL RIO SECO - CERRO COLORADO - AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00107	P-0055-23-0092-00107-001	9404807378	OC CERTIFICADA	8373.71	5040091778	DOMINION	CONSORCIO VIAL VILLA HERMOSA	CARTA N°063-2022-CONSORCIO VIAL VILLA HERMOSA	11/05/2023/			2023-07-06 00:05:19"
"M-23-05-026	Certificado	1	OBRAS EN EL A.H. 1º DE OCTUBRE - CERCADO DE LIMA  (SEGUNDA ETAPA - CALLES INTERNAS)  -  CUI N°2185935.	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00106	P-0055-23-0092-00106-001	9404807431	OC CERTIFICADA	6194.39	5040046614	COBRA	INVERMET	CARTA N°000535-2023-INVERMET-GP	11/05/2023/	FEVC-00009118	EMITIDO	2023-06-14 18:36:50"
"M-23-05-027	Certificado	2	IIRSA SUR TRAMO 5-ACTUALIZACIÓN 2023	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00116	P-0055-23-0092-00116-001	9404849793	OC CERTIFICADA	144564.08	5040911023	DOMINION	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	OFICIO 4974-2023-MTC_1903	31/05/2023/			2023-09-28 15:35:21"
"M-23-05-028	Certificado	3	ANILLO VIAL PERIFÉRICO LIMA Y CALLAO - TRAMO 01	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00117	P-0055-23-0092-00117-001	9404862092	OC CERTIFICADA	277880.31	5040696768	COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	3763-2023-MTC_1903	31/05/2023/			2023-08-14 18:30:52"
"M-23-05-029	Certificado	3	MEJORAMIENTO Y AMPLIACION DE CARRTERERA PE-1S, TRAMO: GUADALUPE - ICA - DIV OCUCAJE - PROV DE ICA - DEPARTAMENTO DE ICA. 	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00118	P-0055-23-0092-00118-001	9404849768	OC CERTIFICADA	37790.04	5040696809	DOMINION	HOB CONSULTORES	1510074-CG-22-0073	31/05/2023/			2023-08-16 10:30:52"
"M-23-06-045	Certificado	1	OBRA SOTERRADO DE REDES EN AV LOS INCAS - JR. 30 DE AGOSTO - JR. LONDRES Y JR. MARIA NIEVES Y BUSTAMANTE	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00115	P-0055-23-0092-00115-001	9404849759	OC CERTIFICADA	44063.16	5040555175	DOMINION	MUNICIPALIDAD PROVINCIAL DE AREQUIPA	OFICIO 434 - MPA-GDU-SGOPPE.	08/06/2023/			2023-07-31 09:38:25"
"M-23-06-046	Certificado	1	REUBICACIÓN POSTES JR.URUGUAY-ABANCAY	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00114	P-0055-23-0092-00114-001	9404849758	OC CERTIFICADA	1605.30	5040452079	COMFICA	MUNICIPALIDAD PROVINCIAL DE ABANCAY	CORREO DE ALVARO BURGOS - MUNICIPALIDAD PROVI	08/06/2023/			2023-08-07 08:35:36"
"M-23-06-047	Certificado	8	ACTUALIZACION 14-06-23 VIA EXPRESA SANTA ROSA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00119	P-0055-23-0092-00119-001	9404858585	OC CERTIFICADA	100538.92	5040198965	COBRA	CONSORCIO VIA EXPRESA SANTA ROSA	VESR-F2-COL-EDI-GEN-CAR-0728-A	14/06/2023/	FEVC-00009285	EMITIDO	2023-07-08 12:56:58"
"M-23-06-048	Certificado	1	PUENTE JUANA RIOS Y ACCESOS	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00123	P-0055-23-0092-00123-001	9404862079	OC CERTIFICADA	7380.05	5040260329	COBRA	PROVIAS NACIONAL - MTC	OFICIO 5553-2023-MTC-20.11	16/06/2023/			2023-07-14 13:29:48"
"M-23-06-049	Certificado	1	MEJORAMIENTO DE CALLES EN CHANCAY	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00127	P-0055-23-0092-00127-001	9404883684	OC CERTIFICADA	14489.20	5040696810	LARI	MUNICIPALIDAD DISTRITAL DE CHANCAY	OLICITUD DE RETIRO DE POSTES Y REORDENAMIENTO	16/06/2023/			2023-09-01 11:19:25"
"M-23-06-050	Certificado	2	REUBICACION DE UNA CAMARA - OVALO CASCAS  - proyecto: Autopista Del Sol ? Tramo: Trujillo ? Sullana	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00124	P-0055-23-0092-00124-001	9404862113	OC CERTIFICADA	13753.83	5040198967	COBRA	MTC	Oficio N° 6240-2023-MTC-19.03	20/06/2023/	FEVC-00009269	EMITIDO	2023-07-07 16:41:28"
"M-23-06-051	Cancelado	1	PRUEBA LUCHITO	OBRA PUBLICA	ATU	NO				SIN SOLICITUD OC			COBRA						"
"M-23-06-052	Cancelado	1	PRUEBA LUCHITO	OBRA PUBLICA	ATU	NO				SIN SOLICITUD OC	50000.00		COBRA	LUCHITO CABRA VIGIL	12345678	22/06/2023/			"
"M-23-06-053	Cancelado	1	PRUEBA SOPORTE 27.06	OBRA PUBLICA	ATU	NO				SIN SOLICITUD OC	15000.00		COBRA	METROPILITANO PTE DOMINGO ORUE	12345648	27/06/2023/			"
"M-23-06-054	Cancelado	1	PRUEBA 28-06	OBRA PUBLICA	COPESCO	NO				SIN SOLICITUD OC	10000.00		COBRA	WILLIAM	0000-00000	28/06/2023/			"
"M-23-07-044	Certificado	1	REUBICACION DE POSTES RAMAL L4 - BOCANEGRA - CALLAO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00128	P-0055-23-0092-00128-001	9404904823	OC CERTIFICADA	413.63	5008102861	COMFICA	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-00575-22_Solic-Ppto-Plazo-Ejecuc-Reub	04/07/2023/	FEVC-00009165	EMITIDO	2023-08-07 08:33:00"
"M-23-07-045	Certificado	1	PUENTE SANTA CRUZ  - (ADJUNTO -  EBC BAJO PIURA)	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00134	P-0055-23-0092-00134-001	9404904804	OC CERTIFICADA	434.70	5040553360	COBRA	MTC DIRECCION DE DISPONIBILIDAD DE PREDIOS	OFICIO N° 7383 - 2023-MTC- 19-03	19/07/2023/			2023-08-19 16:55:07"
"M-23-07-046	Certificado	1	TRAMO FALTANTE AEROPUERTO PUCALLPA	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00133	P-0055-23-0092-00133-001	9404904794	OC CERTIFICADA	2642.38	5040553397	LARI	MTC DIRECCION DE DISPONIBILIDAD DE PREDIOS	OFICIO 7234-2023-MTC-19 - 03	19/07/2023/			2023-08-22 17:37:53"
"M-23-07-047	Certificado	2	ARCO DEL PUENTE-PUENTE DE PIEDRA-LIMA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00135	P-0055-23-0092-00135-001	9404904805	OC CERTIFICADA	27068.18	5041518602	COBRA	PROLIMA	CARTA N° D001487 - 2023 - MML-GMM - PROLIMA	19/07/2023/			2023-10-28 22:08:03"
"M-23-07-050	Certificado	2	AGUA Y ALCANTARILLADO LOS ALAMOS DE MONTERRICO, SECTORES 296 y 297	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00138	P-0055-23-0092-00138-001	9404926616	OC CERTIFICADA	104598.54	5041213327	COBRA	CONSORCIO PROYECTOS LIMA	CARTA 056-2023/CPL - CP 0068 - 2016 - SEDAPAL	31/07/2023/			2023-11-06 10:29:59"
"M-23-07-051	Certificado	1	ACTUALIZACION QUEBRADA DE HUAYCOLORO - PROGRESIVA KM7 + 840	OBRA PUBLICA	ARCC	NO	P-0055-23-0092-00045	P-0055-23-0092-00045-001	9404938574	OC CERTIFICADA	2307.63	5040791172	LARI	AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS	CARTA N° 01701-2023- ARCC -DE-DSI 	20/07/2023/			2023-09-15 09:40:15"
"M-23-07-052	Certificado	2	MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL INTEGRAL DE LA CIUDAD DE TALARA, DISTRITO DE PARIÑAS PROVINCIA DE TALARA REGION PIURA 	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00139	P-0055-23-0092-00139-001	9404939089	OC CERTIFICADA	28022.52	5040696811	LITEYCA	SINOHYDRO PROYECTA	CARTA N° 500125-SYP-TELF.PERU- CAR-0003 Y POL	31/07/2023/			2023-09-11 13:53:14"
"M-23-07-053	Certificado	1	DESVIO ESTACION 05 CARMEN DE LA LEGUA - LINEA 2 METRO DE LIMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00140	P-0055-23-0092-00140-001	9404938588	OC CERTIFICADA	219.36	5040553529	COMFICA	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-00416-23 	31/07/2023/	FEVC-00009243	EMITIDO	2023-08-30 00:16:28"
"M-23-08-036	Certificado	2	SEDAPAL - TRABAJOS EN EL CERRO EL AGUSTINO FRENTE 2	OBRA PUBLICA	SEDAPAL	NO	P-0055-23-0092-00141	P-0055-23-0092-00141-001	9404938620	OC CERTIFICADA	18968.05	5041214459	COMFICA	SEDAPAL	Carta N° 1159-2023	01/08/2023/			2023-11-10 19:40:43"
"M-23-08-037	Certificado	1	PUENTE PEATONAL OROYA 3 (Km 170+750)	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00142	P-0055-23-0092-00142-001	9404938589	OC CERTIFICADA	4971.47	5041172529	LARI	DIRECCION DE DISPONIBILIDAD DE PREDIOS - MTC	OFICIO 8407-2023-MTC-19.03_25.07.2023_I-37880	01/08/2023/			2023-11-06 10:15:58"
"M-23-08-038	Certificado	1	PUENTE PEATONAL OROYA 2 (Km 170+465)	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00143	P-0055-23-0092-00143-001	9404938596	OC CERTIFICADA	10372.97	5041174236	LARI	DIRECCION DE DISPONIBILIDAD DE PREDIOS - MTC	OFICIO 8408-2023-MTC-19.03_25.07.2023_I-37870	01/08/2023/			2023-11-04 17:49:13"
"M-23-08-039	Cancelado	1	OBRAS EN  LA E4-02 CANTA CALLAO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00144	P-0055-23-0092-00144-001	9404938621	OC ANULADA			COMFICA	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-00427-23	01/08/2023/			"
"M-23-08-040	Certificado	17	COLECTOR CIRCUNVALACION	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00145	P-0055-23-0092-00145-001	9404938630	OC CERTIFICADA	226901.80	5041214095	COMFICA	INTEGRAL INGENIEROS CONSULTORES	Carta N°097-2023	01/08/2023/			2023-11-12 20:03:31"
"M-23-08-041	Certificado	1	OBRAS EN DISTRITO DE SAPALLANGA - HUANCAYO	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00146	P-0055-23-0092-00146-001	9404938595	OC CERTIFICADA	1298.40	5040553398	LARI	MUNICIPALIDAD PROVINCIAL DE HUANCAYO	ARTA 627 - SOLICITUD DE PRESUPUESTO Y CRONOGR	01/08/2023/			2023-08-28 10:20:52"
